Date,Calculated,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
2011-07-29,-0.6593957671810734,0.024517110644960097,0.03218117182254549,0.009333845378495093,0.028663994844001044,0.0164892723077783,0.02521114260877222,0.01084158033503366,0.044740055653338835
2011-07-30,-0.8612853950057897,0.03178607910536715,0.02829609834476906,0.014058263809872204,0.03666746341096123,0.013822167337346118,0.027143648045624365,0.01100665533576975,0.05196865295402563
2011-07-31,-0.6431569678102933,0.023749260229114576,0.03195861037056767,0.009843098147140485,0.0320239694972216,0.017956050526981054,0.02168787845349714,0.011613190457226901,0.051756154818546465
2011-08-01,-0.7021594808714008,0.019237037916243843,0.034753694558599654,0.00770006573815193,0.0234412171713728,0.01766294317011068,0.02041970916556742,0.011656412586389341,0.049059809135867966
2011-08-02,,,,,,,,,
2011-08-03,,,,,,,,,
2011-08-04,-0.8781611369012274,0.017555369210279684,0.03764304740294974,0.010417797069994574,0.027973166280274256,0.01764539042075667,0.025530878508360874,0.01098567059635969,0.059695161051645046
2011-08-05,-0.7408601220560492,0.020775093742529865,0.028446901675702466,0.008209134531593902,0.029067302844968543,0.014638743961055406,0.02143363350823051,0.010260313730948262,0.04777102493278434
2011-08-06,-1.0,0.02500461812551042,0.029172657447717697,0.007323068021600633,0.04076803720407372,0.013610324038452134,0.027484415230451288,0.01389584974997712,0.050543579613207615
2011-08-07,-0.7378884939073169,0.023392365040765403,0.033576485367244654,0.008566256697730567,0.03406840445691458,0.01716807787392557,0.022160184761431594,0.012246154391524846,0.054650781075122536
2011-08-08,-0.7153988121361864,0.022498444027583275,0.029021225520838387,0.007563478155405393,0.03135004390238069,0.015972320575771776,0.024612514917899595,0.009221119125385637,0.05064975597954371
2011-08-09,-0.7654299488806761,0.021837959758646032,0.03065572343157324,0.007298242413160568,0.02843955686696714,0.01611336705581555,0.021626290762082813,0.010422810002587888,0.04767595336808272
2011-08-10,-0.5863979917898033,0.02021841262547354,0.030399934520252924,0.00691654204066951,0.02688614742948812,0.01384435153889892,0.019882536819154552,0.009116593564333302,0.046544729646964114
2011-08-11,-0.757523802302536,0.020722689194064524,0.03065569299254404,0.006636945984675454,0.029208554900819948,0.016301707978597233,0.02226635356024545,0.00864951912180623,0.051030999190387616
2011-08-12,-0.6542076372845042,0.019259230520329285,0.031128569146011885,0.007306604959231271,0.02616638079402531,0.01643708411853741,0.018331751117128724,0.010572924564878038,0.047207244497284404
2011-08-13,-0.633706187833427,0.04517868538432379,0.022824800800557613,0.008504413009629952,0.05954433305997646,0.00987770542792207,0.028435573236349026,0.011397525393327657,0.04993188551893824
2011-08-14,-0.595033443061462,0.025232973273151528,0.03064446527289102,0.007759414881081387,0.03106638829588631,0.015469902696361401,0.01977506291545469,0.010699047673404682,0.04716906070838375
2011-08-15,,,,,,,,,
2011-08-16,,,,,,,,,
2011-08-17,,,,,,,,,
2011-08-18,,,,,,,,,
2011-08-19,,,,,,,,,
2011-08-20,,,,,,,,,
2011-08-21,,,,,,,,,
2011-08-22,,,,,,,,,
2011-08-23,,,,,,,,,
2011-08-24,,,,,,,,,
2011-08-25,-0.9057753497995601,0.021645021645021644,0.027056277056277056,0.017316017316017316,0.03896103896103896,0.01948051948051948,0.030303030303030304,0.0183982683982684,0.03354978354978355
2011-08-26,-0.7840903420029001,0.035890350197454686,0.03141132748864627,0.016286539339479388,0.04173143984871802,0.021159005899897648,0.02578735632831165,0.011182529670569796,0.053730904267185554
2011-08-27,,,,,,,,,
2011-08-28,-0.5406615296806504,0.023737544483313663,0.02857338129781428,0.00784105402931065,0.030355336042130088,0.01861287794102898,0.02273499756293964,0.010650061667884774,0.044526789725748084
2011-08-29,-0.5940393742914863,0.019458879588209126,0.030138755286083264,0.008685222153669875,0.026998569861219106,0.016439507266774036,0.020341851643435112,0.009547057590249724,0.05156684763855839
2011-08-30,-0.6169797058966495,0.01973603161559438,0.03379171779410325,0.00790947129446502,0.02583329505348167,0.015884831509170274,0.018823636314180506,0.008999220545639303,0.049193022179059714
2011-08-31,-0.7141307913432834,0.022196938027461824,0.032674322697291085,0.009172852729130264,0.028716641422746863,0.017161647351726376,0.020816660484361885,0.011284824079029887,0.04782277785095112
2011-09-01,-0.5550424868780499,0.01632588401663192,0.03187152544993372,0.005760024502039949,0.020968846233360202,0.016260068294531797,0.018831090602378545,0.008605333689220963,0.04689757352467692
2011-09-02,-0.6397602899560495,0.020676422178219418,0.03191992935986405,0.008859676937181512,0.028343403329607927,0.01677302297972859,0.021102378926171082,0.011061238491687213,0.04852814125668731
2011-09-03,-0.5876430330210729,0.019699037934680835,0.034402730535087134,0.008317046143995059,0.03141338824358221,0.02095369959058033,0.01870637707979154,0.013722072039280013,0.05006836127994115
2011-09-04,-0.866296205985123,0.023056194329911617,0.03482203422542608,0.014213274106590235,0.03603536692020222,0.018717228142978264,0.022623513885084396,0.01008564461433516,0.051440088171222476
2011-09-05,-0.684099884006275,0.01603953156999001,0.034148692966165385,0.007845124107417622,0.025196632911622534,0.020676128885049924,0.019039434642588633,0.007459722783546609,0.05594721613574657
2011-09-06,-0.8388431434593749,0.022845797491769872,0.03224229795029468,0.013468596574993594,0.03316461305579319,0.01671364083736706,0.024706235093513173,0.012458556934603206,0.05278040235605611
2011-09-07,-0.6224470680886232,0.018707237799684806,0.03445386834258735,0.0076835543632733745,0.026437787759533867,0.018444521638895078,0.021037615657440202,0.011210432096033151,0.053012733928039776
2011-09-08,-0.6693249172945461,0.018012716395323904,0.0340749910224664,0.007453399854654795,0.026587019477472995,0.015484176398658022,0.018249849738180467,0.009078364437981143,0.051477648950934894
2011-09-09,-0.6381695269948481,0.019778403264689753,0.03433331237676842,0.008159708392745822,0.02491419102022899,0.0171966141614733,0.02179481064961645,0.010547102275189431,0.04984375645601828
2011-09-10,-0.531347041011955,0.023939379768572404,0.03421863815123529,0.007291054961084061,0.02882206844140204,0.011763851765105063,0.018180549401415634,0.010203820302702404,0.050139720237197045
2011-09-11,-0.6478118758778147,0.02086471780475425,0.03281957504947979,0.007516200968138142,0.028252469924197308,0.016792422835146644,0.01894033471239864,0.012474509091152332,0.05330983330147145
2011-09-12,-0.6563390152958807,0.018745149448786337,0.031200235094796875,0.009723737774684896,0.029754354189460246,0.015245901635907005,0.021676226098191323,0.010877821587556433,0.05332239030379759
2011-09-13,-0.605604411782849,0.018453267749499475,0.0319658799350155,0.009017479421197695,0.02429487047819902,0.016508701683573927,0.01998306121909955,0.0091735296641986,0.05200239196886099
2011-09-14,-0.622138414454736,0.020554427060624724,0.029507547231753806,0.00810066195854509,0.027404004235033454,0.01624732058253437,0.021262354753087194,0.009198139853221371,0.05257967556756535
2011-09-15,-0.6024737093741782,0.01649517409763666,0.03115855517820889,0.007489571166026259,0.0220836732634303,0.015302780830327238,0.018131803936245573,0.009659626891583516,0.05395079199976675
2011-09-16,-0.7478482252499229,0.019444443825628082,0.02868538947872217,0.01002714766615071,0.02844812367220596,0.016216107801513162,0.02275144757610551,0.009586667323231293,0.05380370395176583
2011-09-17,-0.5071772113130034,0.010739364700068643,0.026114025552026483,0.0047373417407560155,0.02078283517605935,0.021957810763069515,0.022844556694592195,0.007486903440778834,0.054945740565153035
2011-09-18,-0.7008409000249762,0.018177915033757347,0.03211320809322522,0.007568156854158359,0.02725900881018489,0.016382198618950444,0.020596415240592497,0.009839842524249583,0.057085622392244295
2011-09-19,-0.7581131526614915,0.02168191775613635,0.030512148312077877,0.009153223929931873,0.03038312119310462,0.015091268737004808,0.022957672337292397,0.010430405898642069,0.04887727037611291
2011-09-20,-0.694883838779598,0.0219790932648714,0.03211124301003783,0.006938200014525769,0.026964948664024196,0.013244971698456079,0.021161566022290704,0.009989000723405736,0.05103886327923375
2011-09-21,-0.6571724302162911,0.02024840463004603,0.031876066228252134,0.008184055170071263,0.02560217124357416,0.014931096928166037,0.021162117441043113,0.009120385913787613,0.05148710576571614
2011-09-22,-0.5397585762899193,0.017143140307194552,0.03266844702972071,0.007308169591813968,0.022990203047135012,0.016143102154304468,0.017488640102021613,0.011719607513677847,0.046729419384328764
2011-09-23,,,,,,,,,
2011-09-24,,,,,,,,,
2011-09-25,,,,,,,,,
2011-09-26,,,,,,,,,
2011-09-27,,,,,,,,,
2011-09-28,,,,,,,,,
2011-09-29,-0.858522991984665,0.015030192404830785,0.025262318041970887,0.008393029342884694,0.032750723240115714,0.01329786012765762,0.024440923910547824,0.00816687330669973,0.044821945171511224
2011-09-30,-0.5422923398108117,0.018415257477233715,0.028951745326635626,0.010191833593687699,0.022508896011204618,0.015478583515995346,0.021932087018428015,0.009524749875534958,0.04362642000195794
2011-10-01,,,,,,,,,
2011-10-02,-0.7523372187045003,0.019234120311467363,0.028906917666255257,0.008093837739375024,0.02902161771446312,0.015688669723531258,0.017498041612330154,0.011897631364206039,0.05101934004270163
2011-10-03,-0.6761086771292746,0.01901580260838407,0.03167188221320247,0.007653736846326517,0.025403931172406496,0.013893245163602427,0.020032972577576552,0.008674492550525366,0.04710564319436873
2011-10-04,-0.7110720511890579,0.021133734176213847,0.028299658524758863,0.00858506404189329,0.029432995164453826,0.014672133427031773,0.020140830273864516,0.008616457585838164,0.05047454490793822
2011-10-05,-0.6310257100627251,0.019490776348004883,0.03296164288785288,0.007674337002334552,0.0261985221438897,0.017027288330887836,0.01961929254584556,0.009383186168783935,0.054308416629649366
2011-10-06,-0.6035901649030888,0.016222767994466435,0.03206703793693246,0.006640862636506523,0.0224298499398996,0.016732999850975823,0.018552290697418757,0.00880036528559345,0.049078946421984376
2011-10-07,-0.643086912385695,0.017705674832474736,0.03328657581492918,0.007605153838700914,0.023405936472070434,0.018045751614856075,0.020528697467502934,0.01021247333028555,0.050342125772272844
2011-10-08,-0.963742176256325,0.031244609935046668,0.021522273937721343,0.008911177804874274,0.04201259127015418,0.01130896701322653,0.02755337209338341,0.011937022163625254,0.05066503692997811
2011-10-09,-0.7385195473010925,0.01859792783878848,0.03256127324140184,0.0075783493856810685,0.027627808411613494,0.012880789395621678,0.018314103800164665,0.009826686341346947,0.05172786409812792
2011-10-10,-0.6208502967553248,0.019202206499871935,0.031124265950156046,0.0072514750220737225,0.026328627170789265,0.017379826888001455,0.018690747178585897,0.009167804209478799,0.052135018104599064
2011-10-11,-0.6894800252456065,0.01816656185102723,0.03411318056591876,0.008327162908166517,0.026013162201586726,0.017668611449243237,0.01969548364972966,0.0114104029668334,0.052700203124866195
2011-10-12,-0.6701642020887479,0.021055649462493577,0.03184116455190843,0.008158286270093998,0.026853525078930657,0.01646319852757261,0.019298754015741933,0.009899605764926458,0.051913251035077664
2011-10-13,-0.7189051118598488,0.019812123639075738,0.032724539895475774,0.008800275903275397,0.027805777315169398,0.016099181485717182,0.023187468216819218,0.010272428672617639,0.04905728273835192
2011-10-14,-0.683296873902596,0.018311887685715088,0.032221270066296465,0.008045661136578593,0.024613661720634603,0.018465731367503638,0.019293366494953716,0.01061798259853498,0.04981835112322242
2011-10-15,-0.0035447019419097003,0.009791921664626682,0.03671970624235006,0.0012239902080783353,0.011015911872705019,0.012239902080783354,0.019583843329253364,0.0036719706242350062,0.0416156670746634
2011-10-16,-0.6907757633931738,0.01644750490249326,0.03130369364210241,0.007640796274750076,0.023817046957678837,0.0180629213824232,0.01799054074165743,0.01161962058706259,0.0536309368882511
2011-10-17,-0.6366066604913733,0.01864910338534273,0.03485913897231824,0.00808702104813908,0.024850959158066493,0.0183585889431115,0.019861587794702616,0.009816153615774374,0.04906876011620051
2011-10-18,-0.6000640155240858,0.01851551327030213,0.03258077479485527,0.007289553167946381,0.02509807399414444,0.01648343829459939,0.022001011443295606,0.009246691355482345,0.05352293659376409
2011-10-19,-0.6614502187800189,0.019202783391343084,0.03243752483652174,0.006995985934349983,0.025325813195366732,0.016073831963803215,0.01895000449487027,0.009522935359954411,0.05283629356581705
2011-10-20,-0.6513986891294353,0.020017023376530756,0.03379060750979549,0.008415057780658649,0.02698525067029765,0.016580128246608407,0.021920729147619528,0.010494643064080263,0.051171239101116275
2011-10-21,-0.6989481151373645,0.020586386783495933,0.032407979523824265,0.009156509705685436,0.028516037833653425,0.017714173070844833,0.022853843590279053,0.011042571292539561,0.05131859633880142
2011-10-22,-0.8128100673783337,0.023036801053737045,0.03682831876259851,0.010045915557839341,0.03942840446993421,0.01914728910690878,0.026536426574771864,0.02089748718048109,0.059060773206229045
2011-10-23,-0.6379752059172664,0.018972619088678744,0.03392301520709816,0.006816771802808937,0.027411341369605095,0.01748964066624642,0.017040845386318226,0.01162499274213569,0.05526495846042012
2011-10-24,-0.5747134936007767,0.020811426210160026,0.033413520173479934,0.00828321945035773,0.027744910361653732,0.018094282162019564,0.019318183290246423,0.010405485224951752,0.053481810715134054
2011-10-25,-0.6488525887203148,0.01991948360613245,0.035172906198669106,0.007716226305083883,0.02622854555411198,0.016993199551553356,0.020739590334325087,0.010727420311411556,0.04927935724681715
2011-10-26,-0.6574541858244104,0.016264679210308223,0.032625827218991287,0.007313447474380078,0.023928144057950917,0.01634262422883483,0.019231726090061848,0.010131724268542041,0.04963386314216249
2011-10-27,-0.5656460336678163,0.017550088904143592,0.03513605000197335,0.006917685506268705,0.02222595063968351,0.019593188121848425,0.01914580415096337,0.011675438019935537,0.05036158844195302
2011-10-28,-0.6040222206861177,0.01928429690551596,0.0319826762075,0.007775895606616798,0.027166572917383464,0.016936303862170828,0.02052718009125552,0.010815882755598616,0.0472775656494981
2011-10-29,-0.514146078220955,0.015000406954072253,0.03045182377689008,0.010124268240777565,0.02532821877333795,0.01879983321822455,0.021443527978677088,0.0105773599348402,0.056532850547585646
2011-10-30,-0.5674877967876744,0.018216183458060742,0.0313360191303142,0.006962781355418052,0.025803421253377312,0.014268260453113161,0.017544510991378735,0.009816672876278054,0.05071109552251501
2011-10-31,-0.6806171442904361,0.019744995500289207,0.03221881769727885,0.007452253775916991,0.026492500837028362,0.016210899525620163,0.02183411119355698,0.010274419090711799,0.04845130205597702
2011-11-01,-0.7912061131986322,0.019038746627567445,0.029562531236798494,0.008481585448439,0.025911595654111746,0.014480730529935933,0.021918853503795556,0.00940456465854103,0.05034508078825721
2011-11-02,-0.6664019528740646,0.018531913782075318,0.03365615051882328,0.007368977203151321,0.026289078904121754,0.0169881405205468,0.019969440246959097,0.011284237874173444,0.0530005157651689
2011-11-03,-0.6917513211264161,0.018668801537535404,0.030317362703064354,0.007581065157367371,0.026642172000374054,0.015117121234678321,0.021006311738035483,0.009269060534676889,0.04655354712828723
2011-11-04,-0.645868435272333,0.01762970618474926,0.03249181912392114,0.007536130044080885,0.023327683664934845,0.01995662179506978,0.018567992514734524,0.011038107423952465,0.05214732941210325
2011-11-05,-0.49667186090509413,0.030341890339651123,0.03481246390189587,0.011700560982112461,0.043347922382174324,0.017133779800913913,0.02649770329136648,0.009253494449473062,0.05379237198712732
2011-11-06,-0.6820757435523107,0.01952118994694231,0.031188425963900368,0.007878795991317326,0.02658845936181952,0.015070483227046579,0.0193078687636316,0.009693717595608838,0.0495923070313847
2011-11-07,-0.6300129654618839,0.01913252075791535,0.03262208539615607,0.007449446916258743,0.024965843672779594,0.016194843783441566,0.020646751726769327,0.010946022135818736,0.04789371210607864
2011-11-08,-0.6380825978174729,0.018700543342747275,0.03142734810172851,0.009214268255232722,0.023774904686933666,0.01632571391734904,0.019934455058338484,0.010387881960813956,0.05208627161744316
2011-11-09,-0.7394119128047846,0.018454198548038248,0.031148133110530114,0.0073116467825456374,0.027153308794096283,0.015003380327686975,0.022806415301128924,0.008363137556476418,0.046712477884252236
2011-11-10,-0.7672901201636105,0.01949426317316699,0.03219090032518802,0.00834175769534541,0.027293786768799344,0.015432091934381569,0.021943218095399963,0.009776025860463708,0.05141847888953155
2011-11-11,-0.611111682857459,0.0229932904584748,0.03420307494635894,0.009466753265021704,0.02823574532445543,0.01840581925927347,0.022843075693351297,0.010513556613064195,0.047975773753588344
2011-11-12,-0.861141926519338,0.029657799588819766,0.029682755478505064,0.009997652221003447,0.04605301145826189,0.010748113062655513,0.02505523259315386,0.015227191914855817,0.04373833525060307
2011-11-13,-0.5433534419752518,0.017737817484635376,0.030763622649784186,0.007513121732602642,0.027788129437871994,0.01457231029944823,0.01737269025881218,0.010276863533416758,0.046071852992550115
2011-11-14,-0.7183248443669688,0.019682796960006,0.03450629065576721,0.007878851880169695,0.02644418545396537,0.01405840525068312,0.02073021988458629,0.009126418509042633,0.04919590323353932
2011-11-15,,,,,,,,,
2011-11-16,,,,,,,,,
2011-11-17,,,,,,,,,
2011-11-18,,,,,,,,,
2011-11-19,,,,,,,,,
2011-11-20,,,,,,,,,
2011-11-21,,,,,,,,,
2011-11-22,,,,,,,,,
2011-11-23,,,,,,,,,
2011-11-24,,,,,,,,,
2011-11-25,,,,,,,,,
2011-11-26,,,,,,,,,
2011-11-27,,,,,,,,,
2011-11-28,,,,,,,,,
2011-11-29,-0.5272217341432099,0.009433962264150943,0.03504043126684636,0.013477088948787063,0.014824797843665768,0.016172506738544475,0.013477088948787063,0.013477088948787063,0.03638814016172507
2011-11-30,-0.7332935776381942,0.021925917723841747,0.03099310803281187,0.010224200374989409,0.027421280581398703,0.01619476998601393,0.021637830736830673,0.012185710129930007,0.05089841553219206
2011-12-01,-0.7230544542630435,0.017508519429019584,0.03068819926131789,0.007558364580749354,0.024016733681919308,0.014687351531547528,0.01958287656490163,0.008779008949302268,0.04875551849352454
2011-12-02,-0.6430842403718651,0.01937482205978893,0.03410348906572006,0.008047872280178909,0.024324151556183903,0.018204603703997707,0.020006046575890463,0.012227599543593105,0.052328590510482983
2011-12-03,-0.2947257074786688,0.014846726433808211,0.0356770992091702,0.003269904223450487,0.016536691800031256,0.022915649270564435,0.020033542944484825,0.011627017226217595,0.05079565373114897
2011-12-04,-0.7533845138686512,0.021839024053360676,0.031754773746807435,0.008763995630841305,0.029864714677345035,0.01526456816436207,0.020554001239728018,0.011203102678775466,0.04627190357302962
2011-12-05,-0.6921766679273884,0.01848140584035347,0.03230673435522515,0.006613850977808092,0.025933962079140907,0.017409163739633735,0.020099926249293982,0.011461026739329637,0.051999706124963505
2011-12-06,-0.7796025566419317,0.021313662548880893,0.03433128316595516,0.006971822882197777,0.02785554758727186,0.01888745198089578,0.02140803931877156,0.011256624245537621,0.05309639261425269
2011-12-07,-0.6664442449444852,0.02011704972496182,0.030979189513006378,0.007086112293548897,0.025440271916239758,0.01501133149769273,0.021004031314859423,0.009583560580806795,0.05120472510594026
2011-12-08,-0.7302163442622979,0.020009565463477565,0.03303511256813807,0.007535369127447701,0.02600073008025521,0.014289430174215977,0.020034027983663702,0.011185868505390925,0.049530619769431634
2011-12-09,-0.7124060546303795,0.02080243881274908,0.03156852720368391,0.007492150443725569,0.02666311986423943,0.016383617170614064,0.019317559850029455,0.011571697601285095,0.05314878733368542
2011-12-10,-1.0,0.026108419492770287,0.03012596914954437,0.011315706154414547,0.026903331768565974,0.014039994481212204,0.020232393520360967,0.011421396916998117,0.045338172588819975
2011-12-11,-0.7179047612683371,0.020673658833027443,0.030850345355550878,0.0076754839675008055,0.02619490572186783,0.017307296144334385,0.01774881210696424,0.01174061182012165,0.05168883920285055
2011-12-12,-0.6535607698737993,0.0191543527976645,0.03135302813453918,0.008611404958038619,0.02412545580324848,0.01578516085022315,0.01861298406066563,0.010324746882997587,0.04928265921249054
2011-12-13,-0.7551685768815601,0.023089646743486063,0.032624188923563356,0.00892302970531423,0.03026482092699827,0.016056534353275705,0.022111028388405812,0.0109557984456335,0.04958917356824283
2011-12-14,-0.679597058377048,0.01957574590813691,0.03210375815980776,0.008645620887048608,0.02487091853483026,0.016906718685839896,0.0218073838523818,0.010706730278514298,0.05196630335743574
2011-12-15,-0.69669620721311,0.017827481361399666,0.031127429986512446,0.008451335379111323,0.024667630427647008,0.016574775152030992,0.01896488185684686,0.010047335025196624,0.05187773757981026
2011-12-16,-0.7648815536871592,0.024287600603470808,0.03244577640868175,0.01015015823720441,0.031209907975597598,0.016913109984705365,0.023718808298450966,0.012054310526657726,0.05029136611392304
2011-12-17,-1.0,0.04643587306592956,0.033458077198397315,0.008545001158666098,0.05345285947507078,0.014112522021283599,0.03628315353092257,0.021185225217186913,0.039032647532706244
2011-12-18,-0.7763008060094624,0.022393655833907736,0.032672828720752146,0.00940883710069728,0.027969269303935035,0.01743504322385635,0.02243353445737833,0.011335522669006901,0.05618698372826239
2011-12-19,-0.6951663163025531,0.02162350755614819,0.03313488712580603,0.009645971012422499,0.029809449110840158,0.016717592208918094,0.020265335799829032,0.012209314527597409,0.0517112098250475
2011-12-20,-0.7018069675774249,0.02197258116186637,0.036518039487235934,0.009488634125839277,0.028809146598237023,0.018081891687093427,0.021476716314743547,0.012214380507833593,0.049826693455983395
2011-12-21,-0.6642868189955234,0.02119688458927866,0.03347070275807862,0.008858517735827581,0.027955852684010508,0.017395137868594042,0.021193251755734988,0.011729874686146368,0.053157574266035505
2011-12-22,-0.7035802468669873,0.022612914682991262,0.03449973419588599,0.008263013736017115,0.028106520048955554,0.01845587567796599,0.021270916621302798,0.012242572735375684,0.04714720756252148
2011-12-23,-0.7045862227647112,0.020764492675398087,0.036676913117068985,0.009017723000215088,0.026854366025942353,0.021724435363829838,0.020445561774622378,0.012738173988496046,0.050953270601782064
2011-12-24,-0.9081961090251824,0.03681531031917165,0.024900624840689736,0.02569114820504695,0.04861977031765606,0.015109502125285036,0.04398168879213541,0.008540752426682834,0.04655132029457759
2011-12-25,,,,,,,,,
2011-12-26,-0.6999990983240529,0.027437851235535514,0.03908201509805462,0.008527099247721642,0.0370761004110077,0.021998645211011643,0.027358027084193142,0.023342187053525306,0.0517958158419485
2011-12-27,-0.6162292070603427,0.02031226761106708,0.03406491644335159,0.007308526393903575,0.02642316337246473,0.017941504281642595,0.01998341237297729,0.01062245599488556,0.0500229717823379
2011-12-28,,,,,,,,,
2011-12-29,,,,,,,,,
2011-12-30,,,,,,,,,
2011-12-31,,,,,,,,,
2012-01-01,,,,,,,,,
2012-01-02,,,,,,,,,
2012-01-03,,,,,,,,,
2012-01-04,,,,,,,,,
2012-01-05,,,,,,,,,
2012-01-06,,,,,,,,,
2012-01-07,,,,,,,,,
2012-01-08,,,,,,,,,
2012-01-09,,,,,,,,,
2012-01-10,,,,,,,,,
2012-01-11,,,,,,,,,
2012-01-12,,,,,,,,,
2012-01-13,,,,,,,,,
2012-01-14,,,,,,,,,
2012-01-15,,,,,,,,,
2012-01-16,,,,,,,,,
2012-01-17,,,,,,,,,
2012-01-18,,,,,,,,,
2012-01-19,,,,,,,,,
2012-01-20,,,,,,,,,
2012-01-21,,,,,,,,,
2012-01-22,,,,,,,,,
2012-01-23,,,,,,,,,
2012-01-24,,,,,,,,,
2012-01-25,,,,,,,,,
2012-01-26,,,,,,,,,
2012-01-27,,,,,,,,,
2012-01-28,,,,,,,,,
2012-01-29,,,,,,,,,
2012-01-30,,,,,,,,,
2012-01-31,,,,,,,,,
2012-02-01,,,,,,,,,
2012-02-02,,,,,,,,,
2012-02-03,,,,,,,,,
2012-02-04,,,,,,,,,
2012-02-05,,,,,,,,,
2012-02-06,,,,,,,,,
2012-02-07,,,,,,,,,
2012-02-08,,,,,,,,,
2012-02-09,,,,,,,,,
2012-02-10,,,,,,,,,
2012-02-11,,,,,,,,,
2012-02-12,,,,,,,,,
2012-02-13,,,,,,,,,
2012-02-14,,,,,,,,,
2012-02-15,,,,,,,,,
2012-02-16,,,,,,,,,
2012-02-17,,,,,,,,,
2012-02-18,,,,,,,,,
2012-02-19,,,,,,,,,
2012-02-20,,,,,,,,,
2012-02-21,,,,,,,,,
2012-02-22,,,,,,,,,
2012-02-23,,,,,,,,,
2012-02-24,,,,,,,,,
2012-02-25,,,,,,,,,
2012-02-26,,,,,,,,,
2012-02-27,,,,,,,,,
2012-02-28,,,,,,,,,
2012-02-29,,,,,,,,,
2012-03-01,,,,,,,,,
2012-03-02,,,,,,,,,
2012-03-03,,,,,,,,,
2012-03-04,,,,,,,,,
2012-03-05,,,,,,,,,
2012-03-06,,,,,,,,,
2012-03-07,,,,,,,,,
2012-03-08,,,,,,,,,
2012-03-09,,,,,,,,,
2012-03-10,,,,,,,,,
2012-03-11,,,,,,,,,
2012-03-12,,,,,,,,,
2012-03-13,,,,,,,,,
2012-03-14,,,,,,,,,
2012-03-15,,,,,,,,,
2012-03-16,,,,,,,,,
2012-03-17,,,,,,,,,
2012-03-18,,,,,,,,,
2012-03-19,,,,,,,,,
2012-03-20,,,,,,,,,
2012-03-21,,,,,,,,,
2012-03-22,,,,,,,,,
2012-03-23,,,,,,,,,
2012-03-24,,,,,,,,,
2012-03-25,,,,,,,,,
2012-03-26,,,,,,,,,
2012-03-27,,,,,,,,,
2012-03-28,,,,,,,,,
2012-03-29,,,,,,,,,
2012-03-30,,,,,,,,,
2012-03-31,,,,,,,,,
2012-04-01,,,,,,,,,
2012-04-02,,,,,,,,,
2012-04-03,,,,,,,,,
2012-04-04,,,,,,,,,
2012-04-05,,,,,,,,,
2012-04-06,,,,,,,,,
2012-04-07,,,,,,,,,
2012-04-08,,,,,,,,,
2012-04-09,,,,,,,,,
2012-04-10,,,,,,,,,
2012-04-11,,,,,,,,,
2012-04-12,,,,,,,,,
2012-04-13,,,,,,,,,
2012-04-14,,,,,,,,,
2012-04-15,,,,,,,,,
2012-04-16,,,,,,,,,
2012-04-17,,,,,,,,,
2012-04-18,,,,,,,,,
2012-04-19,,,,,,,,,
2012-04-20,,,,,,,,,
2012-04-21,,,,,,,,,
2012-04-22,,,,,,,,,
2012-04-23,,,,,,,,,
2012-04-24,,,,,,,,,
2012-04-25,,,,,,,,,
2012-04-26,,,,,,,,,
2012-04-27,,,,,,,,,
2012-04-28,,,,,,,,,
2012-04-29,,,,,,,,,
2012-04-30,,,,,,,,,
2012-05-01,,,,,,,,,
2012-05-02,,,,,,,,,
2012-05-03,,,,,,,,,
2012-05-04,,,,,,,,,
2012-05-05,,,,,,,,,
2012-05-06,,,,,,,,,
2012-05-07,,,,,,,,,
2012-05-08,,,,,,,,,
2012-05-09,,,,,,,,,
2012-05-10,,,,,,,,,
2012-05-11,,,,,,,,,
2012-05-12,,,,,,,,,
2012-05-13,,,,,,,,,
2012-05-14,,,,,,,,,
2012-05-15,,,,,,,,,
2012-05-16,,,,,,,,,
2012-05-17,,,,,,,,,
2012-05-18,,,,,,,,,
2012-05-19,,,,,,,,,
2012-05-20,,,,,,,,,
2012-05-21,,,,,,,,,
2012-05-22,,,,,,,,,
2012-05-23,,,,,,,,,
2012-05-24,,,,,,,,,
2012-05-25,,,,,,,,,
2012-05-26,,,,,,,,,
2012-05-27,,,,,,,,,
2012-05-28,,,,,,,,,
2012-05-29,,,,,,,,,
2012-05-30,,,,,,,,,
2012-05-31,,,,,,,,,
2012-06-01,,,,,,,,,
2012-06-02,,,,,,,,,
2012-06-03,,,,,,,,,
2012-06-04,,,,,,,,,
2012-06-05,,,,,,,,,
2012-06-06,,,,,,,,,
2012-06-07,,,,,,,,,
2012-06-08,,,,,,,,,
2012-06-09,,,,,,,,,
2012-06-10,,,,,,,,,
2012-06-11,,,,,,,,,
2012-06-12,,,,,,,,,
2012-06-13,,,,,,,,,
2012-06-14,,,,,,,,,
2012-06-15,,,,,,,,,
2012-06-16,,,,,,,,,
2012-06-17,,,,,,,,,
2012-06-18,,,,,,,,,
2012-06-19,,,,,,,,,
2012-06-20,,,,,,,,,
2012-06-21,,,,,,,,,
2012-06-22,,,,,,,,,
2012-06-23,,,,,,,,,
2012-06-24,,,,,,,,,
2012-06-25,,,,,,,,,
2012-06-26,,,,,,,,,
2012-06-27,,,,,,,,,
2012-06-28,,,,,,,,,
2012-06-29,,,,,,,,,
2012-06-30,,,,,,,,,
2012-07-01,,,,,,,,,
2012-07-02,,,,,,,,,
